"","Sample Size","Basic Model","Comorbidities","PainLocations","Medications","PhysicalFunctioning","DepressiveSymptoms","LifeSatisfaction","LOCchance","LOCpowerful","LOCinternal"
"1",30,1.09465984225541,0.945203177642258,0.935598638824618,0.963912754959734,0.940577716936369,0.954939881764366,0.984644150394705,0.868390459186895,0.874373337387701,0.867372442940529
"2",60,1.04865159562196,0.885883684439578,0.859943039101165,0.877053282584725,0.836968829874377,0.8406720476585,0.85310373480144,0.748480841190474,0.746040671862259,0.731334609530209
"3",90,1.03189287168181,0.871234484077515,0.834256137344801,0.846926803391513,0.801744924208308,0.79881350657288,0.800039112826331,0.695617673979774,0.687860899749623,0.669988745044611
"4",120,1.01154732253059,0.848319685346151,0.810180031210928,0.819326573103065,0.771649914002826,0.766248609950463,0.762535621695927,0.660414609427269,0.65042173343584,0.632250069597017
"5",150,1.00164370314752,0.837639948577305,0.797781043774498,0.803600271902481,0.75441490024408,0.747780962763007,0.740972535798268,0.641484081000581,0.630115121804488,0.609868295295387
"6",180,0.994729813369967,0.829060277244847,0.786717412440242,0.790688762280593,0.740230506638728,0.732189565585025,0.723689693220683,0.625196848917136,0.613501078279659,0.592614217704645
"7",210,0.989418968790592,0.826491567242741,0.782836304781324,0.785411411750069,0.733723726013775,0.723785477078551,0.713738507045617,0.616002730170244,0.602418215880118,0.580495401007531
"8",240,0.983996303038263,0.822757243035562,0.778205025310707,0.779244009098092,0.727171318730962,0.715724213488347,0.704432155636378,0.607148459350985,0.591931292198683,0.570135895178602
"9",270,0.983989691235349,0.820577140412633,0.77526277565915,0.775653254905754,0.723595545756441,0.710523491601289,0.698822051105094,0.600685260864026,0.584418159463754,0.561733942882489
"10",300,0.980663523449434,0.816161374914652,0.769434250950037,0.768998240778062,0.716445131308762,0.702478818890196,0.690401009323518,0.594469515614417,0.577633268481023,0.55440861166999
"11",330,0.976153675065449,0.811910301727101,0.764448045777457,0.763353498173512,0.709882264905948,0.695140255023566,0.682980161861633,0.587688587161896,0.570702120007112,0.54752933352807
"12",360,0.973074043999447,0.808669540632164,0.760553027579801,0.759168274502929,0.705729630052164,0.690500561206242,0.67774201938364,0.58346463589666,0.565881453349908,0.542341923462711
"13",390,0.969481759354857,0.806051120966567,0.757561907525566,0.755301344475334,0.702089432012481,0.686729369410625,0.673659320790721,0.579156077923276,0.561787428277654,0.538001388245268
"14",420,0.967348742828303,0.804533277993777,0.755762889124891,0.753203213757335,0.700162049315719,0.684180648152332,0.670217206952021,0.575567164926441,0.558326281977917,0.534585027163336
"15",450,0.965685040961749,0.802665862692466,0.753328639763232,0.750406858264755,0.697079120876926,0.680953915697479,0.666651306524046,0.571961223066687,0.554140616552172,0.530161597933353
"16",480,0.964852399444626,0.801869237231602,0.752165383536288,0.74921194364454,0.695948983767719,0.679657844160181,0.664988382406043,0.569439001272438,0.551393927150324,0.52759316796705
"17",510,0.965898644015295,0.801949285319001,0.752247153509743,0.749042707915218,0.695353801055641,0.678737667492188,0.663269167934647,0.567030582495243,0.548632654594662,0.524465128866122
"18",540,0.964761590073359,0.800303701542327,0.750987016707864,0.747622159067235,0.693518158996548,0.676637008276542,0.661121204082186,0.565681617286046,0.547318147333147,0.52286314694886
"19",570,0.963956071752703,0.799671046227223,0.750294115721184,0.746888085016532,0.692004082726582,0.674923524504947,0.658939713316936,0.563537205144013,0.544946758238323,0.52037455023434
"20",600,0.961891541383908,0.796847099615732,0.746934748153807,0.743264215427311,0.688600560769254,0.671327930760661,0.65500065466448,0.560177021938422,0.541695939138628,0.517051791232275
