"","Sample Size","Basic Model","Comorbidities","PainLocations","Medications","PhysicalFunctioning","DepressiveSymptoms","LifeSatisfaction","LOCchance","LOCpowerful","LOCinternal"
"1",30,1.04336583549629,0.87473135599576,0.823791627835761,0.819271459376827,0.761015109504166,0.740917888662506,0.721687696668481,0.622575277221935,0.600129612798289,0.571242402095397
"2",60,1.04464394080054,0.876118412854971,0.825118405231371,0.820698501103113,0.762432648450163,0.742244173900225,0.722937586108559,0.62361150793651,0.601119492501513,0.572185992422928
"3",90,1.04583451329312,0.877366173923109,0.826192262591277,0.821755582520166,0.763417507733709,0.743149237556911,0.723746767046794,0.624411241051327,0.601850120018743,0.572948151284123
"4",120,1.04669256323087,0.87843517731437,0.827230513164532,0.822875414305335,0.764737088299435,0.744345288559599,0.724907980619803,0.625670364139766,0.603191261258215,0.574319611577588
"5",150,1.04812503497662,0.879900731793089,0.828699034867953,0.824236288171929,0.766114158890945,0.745637233077154,0.726187774803363,0.626971780489713,0.604443983405232,0.575504308287679
"6",180,1.05009483424945,0.881816376722574,0.830398642734944,0.825914466545758,0.767631217726387,0.747068936474448,0.727682193930758,0.628261199898681,0.605610832259075,0.576668803121105
"7",210,1.05077814061593,0.882659780572495,0.83127360200684,0.826734957025139,0.768367327159745,0.747712659833341,0.728324896587627,0.629036587802404,0.606344718789447,0.577408007231166
"8",240,1.05158975988996,0.883460379271653,0.832185438177336,0.827631317852859,0.769244539129685,0.748567135357266,0.729237609882654,0.630223603492395,0.607498652167439,0.578566132463684
"9",270,1.05238113157291,0.884018801826174,0.832699651554113,0.828206826137881,0.769997138312914,0.749242874727135,0.729905503838448,0.631018961282859,0.608291943414899,0.579398774262575
"10",300,1.05279007535349,0.884679179579254,0.833366634924253,0.828857198188051,0.7706628409542,0.749835277810736,0.730544758076828,0.631761119967085,0.609130793044758,0.580328035268235
"11",330,1.05331014297051,0.885143089285829,0.833852446970362,0.829300562597763,0.771079810646842,0.75031373893594,0.731020536055271,0.632416210894242,0.609760800077364,0.581021291163073
"12",360,1.05387384914192,0.885778408086362,0.834480720796528,0.829863817554808,0.771773518656992,0.751056016823927,0.731729685633298,0.633096710103876,0.610408730891736,0.581714210018729
"13",390,1.05529959189832,0.887128322487875,0.835941818543259,0.831269779516623,0.773121340627286,0.752440216059393,0.732971643168801,0.634361990543977,0.611654776026578,0.582928096327556
"14",420,1.05619715953987,0.887967643942992,0.836639744143633,0.832014489378377,0.773773473423284,0.753100462290449,0.733697420593634,0.635226129038491,0.612537155790526,0.583865999857968
"15",450,1.05692722794224,0.888926876065552,0.837705376588547,0.833064521972256,0.774770717968507,0.754012406019603,0.734628383112072,0.636287176431866,0.613556631913925,0.584979521682703
"16",480,1.0574258476136,0.88936487334883,0.838141174423663,0.833522734774446,0.775386709111254,0.754566905168719,0.735114824600224,0.636750768964864,0.614104630702502,0.585468425475405
"17",510,1.05794713231086,0.8903123279692,0.839057623781776,0.83440959904859,0.776210753668927,0.755436557458244,0.735999418219621,0.637773961177682,0.615085170557097,0.586422407175201
"18",540,1.05857182094822,0.89091638795289,0.839720288423534,0.835052861968079,0.776840967789792,0.75604443237301,0.736570247192838,0.638355810016529,0.615585429568374,0.586977090193975
"19",570,1.05879144423925,0.891440216434049,0.840333909995073,0.835660891650283,0.777232650452247,0.756433312938522,0.737013666044252,0.639024130475242,0.616260552412065,0.587612415513938
"20",600,1.0595670264656,0.892316295729118,0.841212272831799,0.83647259875289,0.778028544254403,0.757194049574665,0.73781738887671,0.639719613620682,0.616918708379316,0.588315738775834
