"","Sample Size","Basic Model","Comorbidities","PainLocations","Medications","PhysicalFunctioning","DepressiveSymptoms","LifeSatisfaction","LOCchance","LOCpowerful","LOCinternal"
"1",30,0.118124411961952,0.336072311746089,0.372612364338334,0.362449523099647,0.403469449899945,0.405005561462196,0.41001268333865,0.476532157035711,0.475616409110627,0.482677739834437
"2",60,0.13972792431483,0.369710027149419,0.410918615888661,0.405677683212196,0.450569954040249,0.45705709487386,0.465947502896334,0.537847607964103,0.542241461613508,0.553979778377639
"3",90,0.155473118908393,0.390390068359279,0.433048903767276,0.430367071156725,0.476855999626442,0.486217093252293,0.496982613464103,0.569450061845647,0.576669277466609,0.590737553472655
"4",120,0.165523825322133,0.403095905813043,0.447247708159605,0.446054770442345,0.493755860532248,0.504498835719083,0.516416961965377,0.58935175786764,0.598179222019379,0.613329938004614
"5",150,0.174003287832453,0.412455197601284,0.457517626010966,0.45733688505803,0.505684395840218,0.517372060992744,0.530265182400354,0.603414293287477,0.613224624353208,0.628990490063602
"6",180,0.180785603731956,0.419355539981761,0.464893882324509,0.465658435295376,0.514477216041599,0.526920241502297,0.540413851651352,0.613461032328046,0.623982095717544,0.640213917305756
"7",210,0.186053495993021,0.424568639840469,0.470722201101658,0.472183557354657,0.521454105918957,0.534498600060416,0.548542951838695,0.621451746439441,0.632512203896085,0.649074274845657
"8",240,0.190575261707778,0.429002338414022,0.475581612369714,0.477665462698891,0.527143003322736,0.540672465980039,0.555110133686687,0.627920008665075,0.639434368331936,0.656198697876468
"9",270,0.194415343324981,0.432551280247974,0.479546330398829,0.482081640473115,0.531789990106775,0.545760863995707,0.560561914606968,0.633235188746208,0.645108401334901,0.662067849224333
"10",300,0.197847445758552,0.435542598074276,0.482862142037647,0.485785485763037,0.535737038629249,0.549984514112984,0.565084156695878,0.637624762283804,0.649767367535271,0.666896471315846
"11",330,0.200622125324191,0.438154285592352,0.485736705122328,0.489041610454981,0.5391252624478,0.553621488288068,0.568973649146106,0.641383777459989,0.653759363065477,0.671018738803917
"12",360,0.203023109465005,0.440430430933424,0.488262763215504,0.491885167513697,0.542084923538176,0.55681443095035,0.572355823736135,0.644646673403942,0.657204985475038,0.674589588519792
"13",390,0.205143987446908,0.442390268981617,0.490447838600152,0.494349728028063,0.544678017590592,0.55963562212935,0.575322350593191,0.647508147695902,0.660225206227984,0.677722030683945
"14",420,0.207034630616288,0.444151458901916,0.49241739901192,0.496539426555971,0.54696794254193,0.562106538514478,0.577947239431802,0.649985834559595,0.662837649609861,0.680430660405636
"15",450,0.208713778807713,0.445704397645352,0.49412911775439,0.498464268334129,0.54898151949816,0.564298560528959,0.580274546806411,0.652207165008981,0.665176899103501,0.682857096659301
"16",480,0.210253349223731,0.447087845221545,0.495652077126548,0.500197755794616,0.550768029229738,0.566230104893976,0.582336910879146,0.654174796304968,0.667253202423659,0.68501772086472
